83
128125,1,68
128125,1,83
128125,1,83
128125,1,83
128125,1,83
128125,1,83
128125,1,83
128125,1,85
128126,1,73
128126,1,73
128126,1,64
128126,1,83
128126,1,84
128126,1,83
128126,1,83
128126,1,83
128126,1,84
128126,1,85
128127,1,83
128127,1,73
128127,1,64
128127,1,83
128127,1,83
128127,1,84
128127,1,84
128127,1,83
128127,1,83
128127,1,84
128128,1,83
128128,1,73
128128,1,64
128128,1,73
128128,1,73
128128,1,73
128128,1,73
128128,1,73
128128,1,83
128128,1,74
128129,1,72
128129,1,72
128129,1,65
128129,1,85
128129,1,73
128129,1,74
128129,1,73
128129,1,73
128129,1,73
128129,1,84
128130,1,72
128130,1,72
128130,1,62
128130,1,85
128130,1,73
128130,1,73
128130,1,73
128130,1,73
128130,1,73
128130,1,75
128131,1,73
128131,1,73
128131,1,62
128131,1,85
128131,1,73
128131,1,73
128131,1,73
128131,1,73
128131,1,73
128131,1,75
128132,1,83
128132,1,72
128132,1,62
128132,1,85
128132,1,83
128132,1,83
128132,1,84
128132,1,84
128132,1,83
128132,1,74
128133,1,72
128133,1,73
128133,1,62
128133,1,86
128133,1,83
128133,1,84
128133,1,84
128133,1,83
128133,1,83
128133,1,84
128134,1,72
128134,1,84
128134,1,72
128134,1,86
128134,1,84
128134,1,84
128134,1,83
128134,1,83
128134,1,83
128134,1,84
128135,1,84
128135,1,83
128135,1,72
128135,1,87
128135,1,84
128135,1,83
128135,1,83
128135,1,84
128135,1,84
128135,1,83
128136,1,85
128136,1,84
128136,1,72
128136,1,87
128136,1,83
128136,1,83
128136,1,83
128136,1,83
128136,1,84
128136,1,83
128137,1,84
128137,1,83
128137,1,72
128137,1,76
128137,1,83
128137,1,84
128137,1,84
128137,1,84
128137,1,84
128137,1,85
128138,1,84
128138,1,84
128138,1,73
128138,1,76
128138,1,72
128138,1,72
128138,1,72
128138,1,72
128138,1,83
128138,1,72
128139,1,84
128139,1,83
128139,1,72
128139,1,76
128139,1,73
128139,1,73
128139,1,83
128139,1,73
128139,1,73
128139,1,72
128140,1,72
128140,1,73
128140,1,73
128140,1,76
128140,1,84
128140,1,83
128140,1,83
128140,1,74
128140,1,72
128140,1,72
128141,1,72
128141,1,72
128141,1,72
128141,1,75
128141,1,73
128141,1,85
128141,1,84
128141,1,83
128141,1,73
128141,1,73
128141,1,74
128142,1,83
128142,1,73
128142,1,64
128142,1,85
128142,1,73
128142,1,73
128142,1,72
128142,1,83
128142,1,72
128142,1,85
128143,1,84
128143,1,84
128143,1,65
128143,1,85
128143,1,74
128143,1,73
128143,1,73
128143,1,72
128143,1,72
128143,1,84
128144,1,83
128144,1,84
128144,1,62
128144,1,84
128144,1,74
128144,1,84
128144,1,73
128144,1,73
128144,1,74
128144,1,85
128145,1,73
128145,1,83
128145,1,62
128145,1,85
128145,1,83
128145,1,83
128145,1,73
128145,1,72
128145,1,72
128145,1,73
128146,1,72
128146,1,72
128146,1,62
128146,1,85
128146,1,84
128146,1,83
128146,1,83
128146,1,73
128146,1,84
128146,1,74
128147,1,73
128147,1,73
128147,1,72
128147,1,87
128147,1,83
128147,1,83
128147,1,83
128147,1,73
128147,1,83
128147,1,84
128148,1,74
128148,1,84
128148,1,62
128148,1,87
128148,1,83
128148,1,84
128148,1,82
128148,1,84
128148,1,84
128148,1,85
128149,1,83
128149,1,73
128149,1,72
128149,1,87
128149,1,84
128149,1,83
128149,1,82
128149,1,85
128149,1,84
128149,1,84
128150,1,83
128150,1,83
128150,1,72
128150,1,76
128150,1,72
128150,1,83
128150,1,83
128150,1,84
128150,1,83
128150,1,85
128151,1,84
128151,1,84
128151,1,72
128151,1,75
128151,1,72
128151,1,73
128151,1,72
128151,1,73
128151,1,72
128151,1,85
128152,1,84
128152,1,83
128152,1,72
128152,1,76
128152,1,72
128152,1,72
128152,1,73
128152,1,72
128152,1,72
128152,1,84
128153,1,84
128153,1,83
128153,1,72
128153,1,76
128153,1,73
128153,1,83
128153,1,72
128153,1,72
128153,1,72
128153,1,72
128154,1,72
128154,1,72
128154,1,72
128154,1,76
128154,1,85
128154,1,83
128154,1,84
128154,1,73
128154,1,73
128154,1,73
128155,1,73
128155,1,73
128155,1,73
128155,1,64
128155,1,84
128155,1,82
128155,1,84
128155,1,83
128155,1,84
128155,1,84
128155,1,84
128156,1,83
128156,1,84
128156,1,65
128156,1,83
128156,1,83
128156,1,84
128156,1,84
128156,1,83
128156,1,83
128156,1,85
128157,1,84
128157,1,84
128157,1,64
128157,1,84
128157,1,83
128157,1,84
128157,1,84
128157,1,83
128157,1,83
128157,1,85
128158,1,84
128158,1,84
128158,1,64
128158,1,84
128158,1,72
128158,1,73
128158,1,73
128158,1,73
128158,1,73
128158,1,85
128159,1,84
128159,1,83
128159,1,64
128159,1,84
128159,1,72
128159,1,72
128159,1,72
128159,1,83
128159,1,83
128159,1,84
128160,1,84
128160,1,83
128160,1,62
128160,1,84
128160,1,72
128160,1,72
128160,1,72
128160,1,72
128160,1,72
128160,1,73
128161,1,72
128161,1,83
128161,1,62
128161,1,84
128161,1,73
128161,1,83
128161,1,73
128161,1,73
128161,1,73
128161,1,75
128162,1,73
128162,1,73
128162,1,62
128162,1,83
128162,1,85
128162,1,84
128162,1,83
128162,1,73
128162,1,73
128162,1,75
128163,1,84
128163,1,72
128163,1,63
128163,1,86
128163,1,84
128163,1,84
128163,1,84
128163,1,83
128163,1,83
128163,1,84
128164,1,84
128164,1,84
128164,1,62
128164,1,86
128164,1,85
128164,1,83
128164,1,83
128164,1,83
128164,1,84
128164,1,85
128165,1,83
128165,1,73
128165,1,73
128165,1,86
128165,1,84
128165,1,84
128165,1,84
128165,1,83
128165,1,83
128165,1,84
128166,1,84
128166,1,84
128166,1,72
128166,1,85
128166,1,74
128166,1,83
128166,1,83
128166,1,83
128166,1,84
128166,1,84
128167,1,83
128167,1,83
128167,1,72
128167,1,75
128167,1,72
128167,1,72
128167,1,72
128167,1,72
128167,1,72
128167,1,72
128168,1,84
128168,1,84
128168,1,72
128168,1,76
128168,1,72
128168,1,72
128168,1,72
128168,1,73
128168,1,72
128168,1,84
128169,1,83
128169,1,84
128169,1,72
128169,1,76
128169,1,73
128169,1,73
128169,1,73
128169,1,83
128169,1,73
128169,1,73
128170,1,73
128170,1,73
128170,1,73
128170,1,75
128170,1,85
128170,1,83
128170,1,83
128170,1,83
128170,1,84
128170,1,73
128171,1,73
128171,1,73
128171,1,72
128171,1,76
128171,1,84
128171,1,83
128171,1,83
128171,1,84
128171,1,83
128171,1,73
128172,1,73
128172,1,73
128172,1,72
128172,1,65
128172,1,83
128172,1,83
128172,1,83
128172,1,84
128172,1,84
128172,1,83
128172,1,84
128173,1,83
128173,1,73
128173,1,64
128173,1,84
128173,1,84
128173,1,83
128173,1,83
128173,1,83
128173,1,83
128173,1,85
128174,1,82
128174,1,84
128174,1,64
128174,1,85
128174,1,73
128174,1,73
128174,1,73
128174,1,73
128174,1,83
128174,1,74
128175,1,72
128175,1,72
128175,1,64
128175,1,85
128175,1,73
128175,1,73
128175,1,73
128175,1,72
128175,1,73
128175,1,85
128176,1,83
128176,1,84
128176,1,62
128176,1,85
128176,1,73
128176,1,84
128176,1,73
128176,1,73
128176,1,73
128176,1,74
128177,1,73
128177,1,73
128177,1,62
128177,1,84
128177,1,73
128177,1,72
128177,1,72
128177,1,72
128177,1,72
128177,1,74
128178,1,73
128178,1,83
128178,1,62
128178,1,84
128178,1,84
128178,1,84
128178,1,83
128178,1,83
128178,1,84
128178,1,74
128179,1,72
128179,1,72
128179,1,62
128179,1,87
128179,1,83
128179,1,83
128179,1,83
128179,1,84
128179,1,84
128179,1,84
128180,1,84
128180,1,84
128180,1,73
128180,1,87
128180,1,83
128180,1,83
128180,1,84
128180,1,84
128180,1,83
128180,1,83
128181,1,85
128181,1,72
128181,1,72
128181,1,87
128181,1,83
128181,1,83
128181,1,84
128181,1,84
128181,1,84
128181,1,85
128182,1,84
128182,1,84
128182,1,72
128182,1,75
128182,1,72
128182,1,72
128182,1,72
128182,1,83
128182,1,84
128182,1,85
128183,1,84
128183,1,84
128183,1,73
128183,1,76
128183,1,72
128183,1,72
128183,1,72
128183,1,72
128183,1,73
128183,1,73
128184,1,83
128184,1,83
128184,1,72
128184,1,75
128184,1,72
128184,1,72
128184,1,72
128184,1,72
128184,1,73
128184,1,73
128185,1,72
128185,1,83
128185,1,72
128185,1,76
128185,1,84
128185,1,83
128185,1,73
128185,1,74
128185,1,72
128185,1,72
128186,1,72
128186,1,72
128186,1,72
128186,1,75
128186,1,85
128186,1,84
128186,1,84
128186,1,83
128186,1,83
128186,1,73
128186,1,84
128187,1,73
128187,1,73
128187,1,65
128187,1,83
128187,1,83
128187,1,83
128187,1,84
128187,1,82
128187,1,84
128187,1,85
128188,1,84
128188,1,84
128188,1,64
128188,1,83
128188,1,84
128188,1,84
128188,1,84
128188,1,83
128188,1,84
128188,1,85
128189,1,83
128189,1,83
128189,1,64
128189,1,73
128189,1,73
128189,1,73
128189,1,73
128189,1,72
128189,1,72
128189,1,85
128190,1,84
128190,1,83
128190,1,64
128190,1,85
128190,1,72
128190,1,72
128190,1,73
128190,1,73
128190,1,72
128190,1,74
128191,1,83
128191,1,84
128191,1,62
128191,1,84
128191,1,73
128191,1,73
128191,1,73
128191,1,72
128191,1,72
128191,1,84
128192,1,72
128192,1,84
128192,1,62
128192,1,85
128192,1,73
128192,1,73
128192,1,73
128192,1,74
128192,1,84
128192,1,74
128193,1,73
128193,1,73
128193,1,62
128193,1,85
128193,1,83
128193,1,73
128193,1,72
128193,1,72
128193,1,72
128193,1,73
128194,1,72
128194,1,72
128194,1,62
128194,1,87
128194,1,83
128194,1,84
128194,1,84
128194,1,84
128194,1,83
128194,1,85
128195,1,83
128195,1,84
128195,1,62
128195,1,87
128195,1,83
128195,1,84
128195,1,83
128195,1,83
128195,1,84
128195,1,85
128196,1,83
128196,1,73
128196,1,62
128196,1,87
128196,1,84
128196,1,84
128196,1,83
128196,1,84
128196,1,84
128196,1,84
128197,1,83
128197,1,83
128197,1,72
128197,1,87
128197,1,83
128197,1,83
128197,1,84
128197,1,84
128197,1,83
128197,1,84
128198,1,83
128198,1,84
128198,1,72
128198,1,76
128198,1,72
128198,1,72
128198,1,83
128198,1,84
128198,1,83
128198,1,85
128199,1,73
128199,1,73
128199,1,73
128199,1,74
128199,1,72
128199,1,72
128199,1,73
128199,1,73
128199,1,73
128199,1,73
128200,1,73
